"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"checkpoints/calibration_report.json","checkpoint","2115","2026-07-20T09:46:10.4452374Z","2fa9ceffede7d08c305b5a416b35234d7e5006b7ff31608ab4800788f5205041","Repository asset","EXP-CHAAD-001","Supporting or operational","Inspect before reuse","DUPLICATED","Byte-identical duplicate group: artifacts/pre_validation_backup/calibration_report.json; checkpoints/calibration_report.json"
"checkpoints/calibration_report.txt","checkpoint","1243","2026-07-20T09:46:10.4538461Z","fc1697933a85a240d084ce4976e7e904e1708ed05168c2f65d00d40b95c06ff1","Narrative governance provenance or log record","EXP-CHAAD-001","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE","Byte-identical duplicate group: artifacts/pre_validation_backup/calibration_report.txt; checkpoints/calibration_report.txt"
"checkpoints/epoch_001.pt","checkpoint","261424810","2026-07-21T12:29:34.9937139Z","47988e642fba61771a620da287f0da0ff8dc1bc1e6a2d5062f168ec57a2aaac6","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_002.pt","checkpoint","261424810","2026-07-21T12:50:23.5067188Z","8e1971e47040fadea71834b1c822b4fc22659567fff0091e130675d82401c6ec","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_003.pt","checkpoint","261424810","2026-07-21T13:11:31.6024746Z","e40b586f88a8944d45066469453197be6b8367c113678ff0364a48d75aae569e","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_004.pt","checkpoint","261424810","2026-07-21T13:32:18.9863784Z","2481bf0a25a7fa5846229db9b68939f8f392891df5e9537f02b7c1e830da154f","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_005.pt","checkpoint","261424810","2026-07-21T13:53:10.2484637Z","32bdd3dccbedfe661f93315bcac89d97e9244204adb81ee171ecb28cf8e1d102","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_006.pt","checkpoint","261424810","2026-07-21T14:14:11.7528751Z","9582097ce565401fe10b8ec9838dfadcf85c5f6cb59695995a6e4418120aa6f9","Selected EXP-CHAAD-001 checkpoint evidence","EXP-CHAAD-001","Direct model artifact","Diagnostic reuse after validation","PROVISIONALLY USABLE","Single underfit run; incomplete exact provenance"
"checkpoints/epoch_007.pt","checkpoint","261424810","2026-07-21T14:35:07.2531446Z","1ba2661f52e3cd7b23adf3f8c3bad531bf6790402845277966ac23e3b2dd3fb2","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_008.pt","checkpoint","261424810","2026-07-21T14:55:56.0275710Z","6662e9f8cfe6dae3a00c83aff72898a4f1daa5700a272e32bf0e8d0a236e77c5","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_009.pt","checkpoint","261424810","2026-07-21T15:16:59.7508946Z","8d4026b5564bd52c5c52ef41d5bf1525e11297b94ac9d6601cc136d094028830","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_010.pt","checkpoint","261424810","2026-07-21T15:37:55.6510249Z","d3b6dfbd654f1b94cc8ac5124791563c12808d6140acc1a40df8daadb4e3ba9e","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_011.pt","checkpoint","261424810","2026-07-21T15:58:55.1402596Z","322c037017a6d722c99475d2d7d0fd6506d1980c8d2838bf9c812a91e04e72d5","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_012.pt","checkpoint","261424810","2026-07-21T16:18:04.4826719Z","627309296cd33c920e50ed14eb3b308bc258804730dc939986106a2d6d5cb8cf","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_013.pt","checkpoint","261424810","2026-07-21T16:31:27.3127421Z","ab8994dee851db65ef2cc27f3fa0cdbaa4f4d499ede2aaa416c795dd9e61e54c","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_014.pt","checkpoint","261424810","2026-07-21T16:44:51.8788185Z","0f554d691ffdf9ab1d669c3c9dc0d095b8ddc2f6ba76dddccd75abb4c041a8dc","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_015.pt","checkpoint","261424810","2026-07-21T16:58:13.8508008Z","528d7dcf77ee4acb721c1c872ded11afdafe088a65aa692c805ae8f85f10f3ff","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_016.pt","checkpoint","261424810","2026-07-21T17:11:35.5607820Z","e962682317cce5f0180eb3b22605c124ffd7050288ae789f64b5092e1cb2777a","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_017.pt","checkpoint","261424810","2026-07-21T17:24:59.6224371Z","b8906e078dd72b9dab972982ef2a07e06ceb9c86043b6ea02abaca7b744877c3","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_018.pt","checkpoint","261424810","2026-07-21T17:38:20.9841554Z","84321c6913122fb5afa6a8f1a99a767b16d9b3012cc8fbd76252457e0f174883","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_019.pt","checkpoint","261424810","2026-07-21T17:51:45.7487266Z","9ac9823804eb20d6cce571fd608ddec77aeedae9f2007ecada4a68fc6110caec","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_020.pt","checkpoint","261424810","2026-07-21T18:05:12.1044780Z","3585062e9c62e4c08425c655b046a9cd7bdfcc0a9183c658cec15ed7a55b2766","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_021.pt","checkpoint","261424810","2026-07-21T18:18:33.8900759Z","498a5e7b771965d64b1ac14784360b51eb978bfa6b18e9bc5793c364cdfaab2f","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_022.pt","checkpoint","261424810","2026-07-21T18:31:59.3171507Z","45fc0e1226051e61c6d5e69092266f9204d87365d445b1d1a1a54064f5c3144f","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_023.pt","checkpoint","261424810","2026-07-21T18:45:22.8562230Z","b0f20ba0f26bd5005ca95c089db412eec424e9245cf6ff5859a7dceff6049ea3","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_024.pt","checkpoint","261424810","2026-07-21T18:58:49.3391207Z","c71501203f26521c7223dcee66e2c90fdc44499620b9538dd833f7048e4a8659","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_025.pt","checkpoint","261424810","2026-07-21T19:12:17.6692007Z","691a924a56d962db37b370a5f14e4c1ea19096ab32c0aef72e0f08c8c6e7b338","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_026.pt","checkpoint","261424810","2026-07-21T19:25:40.3030294Z","956c43921af692cd96f0101ffc186af6a200c37e8ccbcfb53b4fd42222d3ef40","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_027.pt","checkpoint","261424810","2026-07-21T19:39:05.9473816Z","d0cc48e75bc2d36dd16d636aa8f235d8539ae28b6e2b57e43df0a2d885a8de8e","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_028.pt","checkpoint","261424810","2026-07-21T19:52:29.2037573Z","037419baabb294eb6df61a6f40f5c0738b54ed8ec6f1911c6459e6b9d3b48a39","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_029.pt","checkpoint","261424810","2026-07-21T20:05:52.8093814Z","0281caa62e271868501d46b18693eb2192ecde31dce45db4c7aa8fda547a42f9","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_030.pt","checkpoint","261424810","2026-07-21T20:19:17.0506192Z","30e849182962c05f6ecd2d444fcf594f4a07415bde2a4d15297bcf95bebfce77","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_031.pt","checkpoint","261424810","2026-07-21T20:32:42.1747890Z","1930a753e9db2d2105cc8d0010a5f4b237a33e79fe32bc4e881a8e4b62cfc7cb","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_032.pt","checkpoint","261424810","2026-07-21T20:46:06.6386576Z","6266fc5b961747c7affb38c9340e6736b9552fb3b39370eef76b99e26dacb322","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_033.pt","checkpoint","261424810","2026-07-21T20:59:28.8049105Z","5631ded734d859447e0d58c9ceeff75917b932f6300f0a024c55093c207fa0b9","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_034.pt","checkpoint","261424810","2026-07-21T21:12:52.8278891Z","749f935a385b7a60f8d5eee9518d79de0e1bf49f1a02ac037f59d1311df5fede","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_035.pt","checkpoint","261424810","2026-07-21T21:26:16.0750832Z","d06f4400567ca12492fd7378dabfeeeb5d1cb595202b594106f433e31e308321","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_036.pt","checkpoint","261424810","2026-07-21T21:39:40.4015651Z","7b5a0a648801c349120f95aca4f7684db43851e920b829c0253f88c03e72a34c","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_037.pt","checkpoint","261424810","2026-07-21T21:53:08.7665297Z","31a462397bea13757a560b241fdea26b2d5eb4bc45cf58a2d3dd926c3f5b4ac9","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_038.pt","checkpoint","261424810","2026-07-21T22:06:30.5089978Z","164f819e205d3ef52460ded10df4f8f018a0607a77ed6e14f29023054986b5ae","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_039.pt","checkpoint","261424810","2026-07-21T22:19:53.0649996Z","bb6b9ae1de2380db11d53dc0768ce222dc98affe3e5f695d9c9ac16ab1d4ec7f","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_040.pt","checkpoint","261424810","2026-07-21T22:33:12.7827130Z","7ef660cae7cfc3f1fe785b1392941f521d74589f315312a7d40e91dd3712fc05","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_041.pt","checkpoint","261424810","2026-07-21T22:46:37.4206642Z","9a9feab779fa0b84be78ad4c606496765afffccd72a730607d7062e3089183a0","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_042.pt","checkpoint","261424810","2026-07-21T22:59:57.0006485Z","ef217887a30006e5855a782dde0967f03dca86f464ab0724eef578a5e8633d04","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_043.pt","checkpoint","261424810","2026-07-21T23:13:22.4528804Z","397b2aea27f99d9459df851a2a19829202cfcf0b79d64c2575007064a2c0d249","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_044.pt","checkpoint","261424810","2026-07-21T23:26:46.8947352Z","e5064264eadf90d0ff8367ced7de2b6ca2ddc6ac18e9ab935565e535ac1a9d80","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_045.pt","checkpoint","261424810","2026-07-21T23:40:14.8011040Z","2cfdb5c4664dfcb7273c8bd40c2c516268667f301ee609b9bac725e127457c78","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_046.pt","checkpoint","261424810","2026-07-21T23:53:41.7093678Z","0f837214b6661551726a8bd9289d5a14e991180dba0afc9afd34baf2ee4c862b","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_047.pt","checkpoint","261424810","2026-07-22T00:07:09.2876463Z","2c026234ce83019bea6877e206b98835eb3c0640d01733af9612071662cb268e","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_048.pt","checkpoint","261424810","2026-07-22T00:20:34.5704229Z","82a1d7dbbe7a13796d4bed8d15053c165690934f9a70793e8ad6c3337d0b1eb0","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_049.pt","checkpoint","261424810","2026-07-22T00:34:01.9857188Z","5069ad125dc528162041ab8fc102454f9d638cf12e82182e473205015d876915","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_050.pt","checkpoint","261424810","2026-07-22T00:47:29.4553957Z","251690529885075823a4c1472ba2bfdabd9e39a199afa909f9355286501a14f2","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_051.pt","checkpoint","261424810","2026-07-22T01:00:55.8811983Z","87e9a4026314f1875e90e45a3531de085ef802d6a0dc00ca94fbf79c3b36b870","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_052.pt","checkpoint","261424810","2026-07-22T01:14:18.9628473Z","8174de67998821d7ac11ab28020b9c6d092e8c5665fceb4c903575b0dcbe297c","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_053.pt","checkpoint","261424810","2026-07-22T01:27:42.5093091Z","a9333f2e0464eafe869ded86f980d295803d46f1e64c331c380052e6783bd15b","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
"checkpoints/epoch_054.pt","checkpoint","261424810","2026-07-22T01:41:09.0036106Z","50565a8346aca104c978d3d855e0c2c2ea797d6d1fde2bbb7e3b5dd997ad1333","EXP-CHAAD-001 epoch checkpoint","EXP-CHAAD-001","Training-history evidence","Archive only","PROVISIONALLY USABLE","Not an independent experiment"
